House_ID,Date,Consumption_kWh,Avg_Temperature_C,Humidity_%,Cost_R$,Occupancy_Status,House_Type
2,2019-01-22,79.53,24.22,39.67,39.77,Vacant,Single Family
2,2019-01-23,33.88,27.8,56.96,16.94,Vacant,Townhouse
2,2019-01-24,48.76,20.44,77.59,24.38,Vacant,Single Family
2,2019-01-25,57.96,26.31,75.05,28.98,Vacant,Townhouse
2,2019-01-26,40.26,26.68,46.3,20.13,Occupied,Apartment
2,2019-01-27,35.79,21.88,70.78,17.9,Vacant,Apartment
2,2019-01-28,61.32,24.13,56.18,30.66,Vacant,Townhouse
2,2019-01-29,42.38,18.37,59.9,21.19,Occupied,Townhouse
2,2019-01-30,55.71,22.2,58.84,27.86,Occupied,Apartment
3,2019-01-01,33.97,22.16,58.7,16.99,Vacant,Single Family
3,2019-01-02,12.31,32.66,69.91,6.16,Vacant,Townhouse
3,2019-01-03,57.27,34.83,72.02,28.64,Vacant,Single Family
3,2019-01-04,74.38,28.43,89.07,37.19,Vacant,Townhouse
3,2019-01-05,92.08,21.29,35.54,46.04,Vacant,Townhouse
3,2019-01-06,49.24,22.39,85.13,24.62,Vacant,Single Family
3,2019-01-07,80.0,21.33,66.33,40.0,Occupied,Single Family
3,2019-01-08,66.5,18.04,56.55,33.25,Vacant,Townhouse
3,2019-01-09,38.21,18.75,72.74,19.11,Vacant,Townhouse
3,2019-01-10,18.06,33.73,37.79,9.03,Vacant,Single Family
3,2019-01-11,47.14,16.57,82.19,23.57,Vacant,Townhouse
3,2019-01-12,56.8,24.55,89.15,28.4,Occupied,Townhouse
3,2019-01-13,29.41,24.71,69.07,14.71,Vacant,Townhouse
3,2019-01-14,17.92,29.02,85.62,8.96,Occupied,Apartment
3,2019-01-15,62.94,33.68,32.07,31.47,Occupied,Townhouse
3,2019-01-16,65.68,32.41,48.86,32.84,Occupied,Apartment
3,2019-01-17,60.23,33.97,58.72,30.12,Occupied,Single Family
3,2019-01-18,45.94,25.3,65.59,22.97,Vacant,Apartment
3,2019-01-19,61.19,22.64,36.34,30.59,Vacant,Single Family
3,2019-01-20,83.21,25.34,65.3,41.6,Vacant,Townhouse
3,2019-01-21,86.94,26.69,53.56,43.47,Occupied,Apartment
3,2019-01-22,18.85,29.67,80.26,9.42,Vacant,Townhouse
3,2019-01-23,76.92,21.76,74.4,38.46,Vacant,Apartment
3,2019-01-24,64.83,19.95,38.48,32.41,Vacant,Townhouse
3,2019-01-25,48.35,16.21,52.09,24.17,Vacant,Townhouse
3,2019-01-26,66.19,22.73,73.04,33.09,Vacant,Townhouse
3,2019-01-27,44.97,23.92,46.47,22.49,Vacant,Townhouse
3,2019-01-28,97.89,22.82,32.11,48.94,Vacant,Townhouse
3,2019-01-29,99.36,26.77,54.88,49.68,Occupied,Townhouse
3,2019-01-30,89.33,20.58,79.53,44.67,Occupied,Apartment
4,2019-01-01,71.98,16.84,71.07,35.99,Occupied,Apartment
4,2019-01-02,93.96,29.22,71.58,46.98,Occupied,Apartment
4,2019-01-03,46.08,31.04,52.12,23.04,Vacant,Apartment
4,2019-01-04,30.57,33.87,41.22,15.29,Vacant,Single Family
4,2019-01-05,84.84,30.76,79.71,42.42,Vacant,Apartment
4,2019-01-06,77.04,34.26,60.38,38.52,Occupied,Townhouse
4,2019-01-07,94.66,25.27,32.81,47.33,Vacant,Single Family
4,2019-01-08,78.82,30.06,68.27,39.41,Occupied,Single Family
4,2019-01-09,58.74,15.34,34.83,29.37,Occupied,Single Family
4,2019-01-10,22.0,24.43,46.54,11.0,Vacant,Single Family
4,2019-01-11,88.04,33.74,47.43,44.02,Occupied,Apartment
4,2019-01-12,93.84,28.44,56.11,46.92,Occupied,Townhouse
4,2019-01-13,34.27,18.8,38.93,17.13,Vacant,Townhouse
4,2019-01-14,81.15,26.12,56.87,40.57,Vacant,Apartment
4,2019-01-15,24.5,16.1,60.86,12.25,Vacant,Single Family
4,2019-01-16,56.47,33.16,46.31,28.23,Vacant,Single Family
4,2019-01-17,46.21,19.16,33.1,23.11,Vacant,Apartment
4,2019-01-18,12.31,24.49,77.68,6.15,Vacant,Single Family
4,2019-01-19,58.26,24.17,52.98,29.13,Vacant,Townhouse
4,2019-01-20,76.86,30.76,54.08,38.43,Vacant,Townhouse
4,2019-01-21,14.14,23.56,68.47,7.07,Occupied,Townhouse
4,2019-01-22,74.68,18.0,77.82,37.34,Vacant,Apartment
4,2019-01-23,34.36,17.0,64.7,17.18,Occupied,Townhouse
4,2019-01-24,31.03,22.48,46.94,15.52,Occupied,Townhouse
4,2019-01-25,19.41,27.58,48.87,9.7,Vacant,Single Family
4,2019-01-26,75.7,24.78,41.52,37.85,Vacant,Apartment
4,2019-01-27,70.17,31.48,61.1,35.09,Occupied,Townhouse
4,2019-01-28,74.47,29.2,59.56,37.24,Occupied,Apartment
4,2019-01-29,70.73,32.41,75.04,35.37,Vacant,Apartment
4,2019-01-30,79.64,28.94,65.86,39.82,Occupied,Townhouse
5,2019-01-01,96.03,25.44,41.73,48.01,Vacant,Apartment
5,2019-01-02,26.09,23.51,57.64,13.05,Occupied,Townhouse
5,2019-01-03,53.07,30.98,41.35,26.54,Occupied,Townhouse
5,2019-01-04,98.3,18.8,35.47,49.15,Vacant,Single Family
5,2019-01-05,23.53,23.32,30.55,11.76,Vacant,Apartment
5,2019-01-06,53.99,22.61,69.9,27.0,Vacant,Townhouse
5,2019-01-07,97.73,30.79,32.01,48.86,Occupied,Apartment
5,2019-01-08,86.19,21.07,53.74,43.1,Occupied,Townhouse
5,2019-01-09,17.71,30.59,54.13,8.86,Vacant,Single Family
5,2019-01-10,21.58,15.36,38.03,10.79,Occupied,Single Family
5,2019-01-11,14.34,21.7,36.37,7.17,Occupied,Townhouse
5,2019-01-12,29.23,20.38,42.2,14.62,Vacant,Single Family
5,2019-01-13,75.97,15.33,52.15,37.98,Vacant,Single Family
5,2019-01-14,13.5,32.43,40.12,6.75,Occupied,Apartment
5,2019-01-15,58.26,20.68,47.26,29.13,Occupied,Single Family
5,2019-01-16,14.76,29.7,35.08,7.38,Occupied,Apartment
5,2019-01-17,20.23,31.71,85.51,10.11,Vacant,Townhouse
5,2019-01-18,47.52,28.03,52.71,23.76,Occupied,Townhouse
5,2019-01-19,30.39,16.53,89.93,15.19,Vacant,Apartment
5,2019-01-20,56.44,29.59,57.08,28.22,Vacant,Apartment
5,2019-01-21,34.29,19.82,86.82,17.15,Occupied,Single Family
5,2019-01-22,73.75,32.31,70.11,36.88,Occupied,Apartment
5,2019-01-23,66.05,23.2,50.62,33.02,Occupied,Townhouse
5,2019-01-24,26.55,18.03,72.7,13.27,Occupied,Townhouse
5,2019-01-25,49.67,18.25,60.61,24.84,Occupied,Townhouse
5,2019-01-26,55.72,20.8,51.04,27.86,Vacant,Single Family
5,2019-01-27,76.35,28.79,72.52,38.17,Vacant,Apartment
5,2019-01-28,13.79,27.36,45.52,6.89,Occupied,Apartment
5,2019-01-29,45.2,25.83,75.31,22.6,Vacant,Apartment
5,2019-01-30,37.38,16.64,52.18,18.69,Occupied,Apartment
6,2019-01-01,29.6,15.07,79.56,14.8,Vacant,Apartment
6,2019-01-02,39.48,20.83,37.0,19.74,Occupied,Single Family
6,2019-01-03,20.26,31.63,88.08,10.13,Vacant,Townhouse
6,2019-01-04,66.35,23.45,65.55,33.18,Occupied,Apartment
6,2019-01-05,17.41,23.44,60.89,8.7,Occupied,Single Family
6,2019-01-06,74.8,34.79,48.67,37.4,Vacant,Townhouse
6,2019-01-07,84.63,27.45,79.36,42.32,Occupied,Apartment
6,2019-01-08,64.37,16.24,84.99,32.19,Occupied,Single Family
6,2019-01-09,61.52,31.75,49.11,30.76,Vacant,Apartment
6,2019-01-10,34.56,15.58,48.7,17.28,Vacant,Apartment
6,2019-01-11,98.15,18.62,80.98,49.08,Vacant,Single Family
6,2019-01-12,70.9,23.37,85.45,35.45,Occupied,Apartment
6,2019-01-13,15.81,31.82,50.98,7.9,Occupied,Single Family
6,2019-01-14,46.34,16.92,38.88,23.17,Vacant,Apartment
6,2019-01-15,19.48,23.34,70.63,9.74,Vacant,Apartment
6,2019-01-16,42.57,30.3,37.05,21.29,Occupied,Single Family
6,2019-01-17,91.74,17.47,42.5,45.87,Occupied,Apartment
6,2019-01-18,21.85,21.53,61.91,10.93,Occupied,Apartment
6,2019-01-19,76.79,18.37,71.78,38.4,Occupied,Single Family
6,2019-01-20,19.85,21.5,70.21,9.92,Occupied,Apartment
6,2019-01-21,19.34,24.8,51.13,9.67,Vacant,Apartment
6,2019-01-22,80.78,15.82,45.6,40.39,Occupied,Apartment
6,2019-01-23,51.53,26.8,56.72,25.77,Occupied,Apartment
6,2019-01-24,42.8,28.74,35.64,21.4,Occupied,Single Family
6,2019-01-25,38.11,31.5,78.78,19.05,Vacant,Single Family
6,2019-01-26,96.71,33.02,63.42,48.35,Vacant,Single Family
6,2019-01-27,71.07,16.85,38.43,35.54,Vacant,Townhouse
6,2019-01-28,87.07,26.69,39.96,43.54,Occupied,Townhouse
6,2019-01-29,98.17,24.13,47.79,49.09,Occupied,Apartment
6,2019-01-30,11.36,32.25,52.61,5.68,Occupied,Single Family
7,2019-01-01,62.48,20.45,56.32,31.24,Occupied,Single Family
7,2019-01-02,20.62,29.11,75.41,10.31,Vacant,Apartment
7,2019-01-03,49.41,24.67,71.49,24.71,Occupied,Townhouse
7,2019-01-04,10.81,28.12,84.41,5.41,Vacant,Townhouse
7,2019-01-05,63.63,20.59,53.42,31.82,Vacant,Single Family
7,2019-01-06,52.57,34.36,78.21,26.28,Occupied,Apartment
7,2019-01-07,50.85,18.29,76.22,25.43,Vacant,Townhouse
7,2019-01-08,59.96,24.03,41.69,29.98,Occupied,Townhouse
7,2019-01-09,63.4,17.33,66.31,31.7,Vacant,Townhouse
7,2019-01-10,90.62,27.18,72.85,45.31,Vacant,Single Family
7,2019-01-11,38.69,33.85,39.38,19.34,Occupied,Single Family
7,2019-01-12,43.38,20.49,87.94,21.69,Occupied,Single Family
7,2019-01-13,37.22,24.64,85.17,18.61,Occupied,Apartment
7,2019-01-14,16.7,21.86,38.57,8.35,Vacant,Townhouse
7,2019-01-15,25.02,17.34,46.45,12.51,Occupied,Apartment
7,2019-01-16,41.0,34.43,87.11,20.5,Occupied,Townhouse
7,2019-01-17,87.09,27.99,88.82,43.55,Vacant,Apartment
7,2019-01-18,82.68,34.14,66.72,41.34,Vacant,Single Family
7,2019-01-19,45.34,34.81,76.23,22.67,Vacant,Townhouse
7,2019-01-20,72.16,16.08,67.79,36.08,Occupied,Single Family
7,2019-01-21,37.47,23.94,55.72,18.73,Vacant,Single Family
7,2019-01-22,25.67,29.52,80.47,12.83,Vacant,Single Family
7,2019-01-23,65.3,27.0,78.93,32.65,Vacant,Townhouse
7,2019-01-24,28.89,25.86,31.35,14.44,Occupied,Townhouse
7,2019-01-25,13.59,21.82,65.76,6.8,Vacant,Single Family
7,2019-01-26,62.48,20.46,68.72,31.24,Vacant,Townhouse
7,2019-01-27,32.27,33.85,30.72,16.14,Occupied,Single Family
7,2019-01-28,74.36,23.69,83.23,37.18,Occupied,Apartment
7,2019-01-29,25.88,32.63,78.6,12.94,Occupied,Single Family
7,2019-01-30,21.74,18.01,77.82,10.87,Vacant,Single Family
8,2019-01-01,17.17,19.92,50.49,8.59,Occupied,Townhouse
8,2019-01-02,10.1,18.24,55.75,5.05,Occupied,Apartment
8,2019-01-03,75.47,18.36,74.54,37.73,Occupied,Apartment
8,2019-01-04,16.74,17.68,64.04,8.37,Vacant,Apartment
8,2019-01-05,98.06,24.55,89.09,49.03,Occupied,Single Family
8,2019-01-06,43.24,29.43,42.85,21.62,Occupied,Townhouse
8,2019-01-07,91.6,23.87,66.3,45.8,Occupied,Townhouse
8,2019-01-08,20.05,30.2,78.39,10.02,Vacant,Single Family
8,2019-01-09,73.29,19.5,78.88,36.65,Vacant,Apartment
8,2019-01-10,12.34,32.0,40.43,6.17,Occupied,Single Family
8,2019-01-11,48.86,25.99,61.69,24.43,Vacant,Townhouse
8,2019-01-12,61.79,15.26,77.91,30.89,Vacant,Townhouse
8,2019-01-13,57.89,31.43,77.02,28.94,Vacant,Townhouse
8,2019-01-14,19.76,15.9,61.03,9.88,Occupied,Townhouse
8,2019-01-15,99.91,33.23,66.46,49.95,Vacant,Single Family
8,2019-01-16,23.77,17.91,72.77,11.88,Occupied,Townhouse
8,2019-01-17,93.68,25.0,87.73,46.84,Vacant,Townhouse
8,2019-01-18,74.68,27.34,46.77,37.34,Occupied,Townhouse
8,2019-01-19,89.58,30.11,54.81,44.79,Occupied,Townhouse
8,2019-01-20,30.6,23.52,82.89,15.3,Vacant,Apartment
8,2019-01-21,91.22,23.85,39.03,45.61,Occupied,Single Family
8,2019-01-22,43.38,23.4,76.96,21.69,Vacant,Apartment
8,2019-01-23,25.36,33.83,31.51,12.68,Vacant,Single Family
8,2019-01-24,46.39,22.14,62.08,23.2,Occupied,Single Family
8,2019-01-25,75.62,28.32,56.73,37.81,Occupied,Apartment
8,2019-01-26,61.49,33.94,30.66,30.74,Vacant,Single Family
8,2019-01-27,44.44,34.33,48.15,22.22,Occupied,Townhouse
8,2019-01-28,62.7,16.5,51.56,31.35,Vacant,Townhouse
8,2019-01-29,71.14,18.7,64.11,35.57,Vacant,Apartment
8,2019-01-30,90.48,33.48,39.14,45.24,Occupied,Apartment
9,2019-01-01,52.9,19.78,87.93,26.45,Vacant,Townhouse
9,2019-01-02,88.92,33.95,32.98,44.46,Vacant,Apartment
9,2019-01-03,11.16,33.53,37.28,5.58,Vacant,Townhouse
9,2019-01-04,87.12,27.54,63.9,43.56,Vacant,Townhouse
9,2019-01-05,99.92,26.06,38.55,49.96,Vacant,Single Family
9,2019-01-06,58.79,15.32,69.59,29.39,Occupied,Townhouse
9,2019-01-07,14.27,24.89,51.29,7.13,Occupied,Townhouse
9,2019-01-08,95.34,31.82,39.15,47.67,Vacant,Apartment
9,2019-01-09,52.27,21.86,65.07,26.14,Occupied,Single Family
9,2019-01-10,48.88,33.53,36.33,24.44,Occupied,Townhouse
9,2019-01-11,25.74,26.98,86.44,12.87,Occupied,Single Family
9,2019-01-12,61.77,15.64,36.48,30.89,Vacant,Single Family
9,2019-01-13,67.93,29.39,54.09,33.96,Vacant,Townhouse
9,2019-01-14,82.2,32.72,49.77,41.1,Occupied,Single Family
9,2019-01-15,73.69,18.1,78.35,36.84,Occupied,Apartment
9,2019-01-16,72.31,23.4,46.02,36.15,Occupied,Single Family
9,2019-01-17,60.74,31.05,32.54,30.37,Vacant,Townhouse
9,2019-01-18,10.97,23.86,63.21,5.48,Occupied,Townhouse
9,2019-01-19,36.84,30.18,64.55,18.42,Vacant,Townhouse
9,2019-01-20,79.07,29.76,67.32,39.53,Vacant,Townhouse
9,2019-01-21,10.83,27.62,82.47,5.41,Vacant,Townhouse
9,2019-01-22,30.8,30.43,56.88,15.4,Occupied,Townhouse
9,2019-01-23,48.86,29.37,46.98,24.43,Occupied,Apartment
9,2019-01-24,97.73,20.37,38.44,48.87,Vacant,Townhouse
9,2019-01-25,24.51,23.54,53.73,12.26,Vacant,Townhouse
9,2019-01-26,91.2,27.75,35.76,45.6,Vacant,Apartment
9,2019-01-27,74.52,19.77,49.59,37.26,Vacant,Townhouse
9,2019-01-28,85.11,25.38,79.57,42.56,Vacant,Townhouse
9,2019-01-29,22.36,20.3,66.62,11.18,Occupied,Single Family
9,2019-01-30,81.33,34.25,87.51,40.66,Vacant,Apartment
10,2019-01-01,18.11,28.3,31.24,9.06,Occupied,Single Family
10,2019-01-02,26.99,26.12,64.73,13.49,Occupied,Single Family
10,2019-01-03,76.12,33.01,58.91,38.06,Occupied,Apartment
10,2019-01-04,27.54,16.9,66.23,13.77,Vacant,Single Family
10,2019-01-05,60.5,34.18,79.36,30.25,Occupied,Townhouse
10,2019-01-06,30.73,27.07,34.38,15.36,Occupied,Townhouse
10,2019-01-07,94.47,21.13,71.18,47.23,Vacant,Townhouse
10,2019-01-08,74.2,24.52,57.56,37.1,Vacant,Townhouse
10,2019-01-09,23.44,17.1,68.72,11.72,Occupied,Townhouse
10,2019-01-10,34.95,16.01,72.26,17.47,Vacant,Apartment
10,2019-01-11,92.55,25.16,48.53,46.27,Occupied,Townhouse
10,2019-01-12,24.54,26.84,42.98,12.27,Vacant,Apartment
10,2019-01-13,70.94,34.66,54.39,35.47,Vacant,Apartment
10,2019-01-14,49.1,34.22,74.36,24.55,Occupied,Single Family
10,2019-01-15,45.92,31.66,33.78,22.96,Vacant,Apartment
10,2019-01-16,30.6,22.49,76.92,15.3,Vacant,Townhouse
10,2019-01-17,35.33,19.57,65.3,17.67,Occupied,Single Family
10,2019-01-18,23.25,22.33,35.44,11.63,Vacant,Single Family
10,2019-01-19,61.37,33.05,67.19,30.69,Vacant,Single Family
10,2019-01-20,67.47,16.58,87.48,33.74,Vacant,Townhouse
10,2019-01-21,26.74,20.78,76.51,13.37,Occupied,Townhouse
10,2019-01-22,31.15,31.9,75.98,15.58,Occupied,Apartment
10,2019-01-23,62.99,32.63,79.94,31.49,Occupied,Single Family
10,2019-01-24,43.89,29.04,78.12,21.94,Vacant,Townhouse
10,2019-01-25,67.29,17.65,60.36,33.65,Occupied,Apartment
10,2019-01-26,52.63,21.54,32.81,26.31,Vacant,Apartment
10,2019-01-27,60.84,32.81,77.88,30.42,Occupied,Single Family
10,2019-01-28,77.75,24.03,63.42,38.87,Occupied,Single Family
10,2019-01-29,69.06,32.67,38.86,34.53,Occupied,Apartment
10,2019-01-30,71.21,20.7,58.51,35.6,Vacant,Single Family
